mcdi,base,alt,grammar,download_date,mcdi_id,category,avg_production,incl_reason,excl_reason
firetruck,firetruck,fire truck,"diminutive, singular_noun",9/13/24,61,vehicles,0.5,,
firetruck,firetruck,fire truck's,possessive,9/13/24,61,vehicles,0.5,,
firetruck,firetruck,fire trucks,"dumb_plural, plural_noun",9/13/24,61,vehicles,0.5,,
firetruck,firetruck,fire trucks',"dumb_plural_possessive, plural_possessive",9/13/24,61,vehicles,0.5,,
firetruck,firetruck,fire+truck,"diminutive, singular_noun",9/13/24,61,vehicles,0.5,,
firetruck,firetruck,fire+truck's,possessive,9/13/24,61,vehicles,0.5,,
firetruck,firetruck,fire+trucks,"dumb_plural, plural_noun",9/13/24,61,vehicles,0.5,,
firetruck,firetruck,fire+trucks',"dumb_plural_possessive, plural_possessive",9/13/24,61,vehicles,0.5,,
firetruck,firetruck,firetruck,singular_noun,9/13/24,61,vehicles,0.5,,
firetruck,firetruck,firetruck's,possessive,9/13/24,61,vehicles,0.5,,
firetruck,firetruck,firetrucks,"dumb_plural, plural_noun",9/13/24,61,vehicles,0.5,,
firetruck,firetruck,firetrucks',"dumb_plural_possessive, plural_possessive",9/13/24,61,vehicles,0.5,,
fish (animal),fish,fish,"plural_noun, singular_noun",9/13/24,30,animals,0.77,,
fish (animal),fish,fish's,possessive,9/13/24,30,animals,0.77,,
fish (animal),fish,fishie,"diminutive, singular_noun",9/13/24,30,animals,0.77,,
fish (animal),fish,fishie's,possessive,9/13/24,30,animals,0.77,,
fish (animal),fish,fishies,"dumb_plural, plural_noun",9/13/24,30,animals,0.77,,
fish (animal),fish,fishies',"dumb_plural_possessive, plural_possessive",9/13/24,30,animals,0.77,,
fish (animal),fish,fishs,dumb_plural,9/13/24,30,animals,0.77,,
fish (animal),fish,fishs',"dumb_plural_possessive, plural_possessive",9/13/24,30,animals,0.77,,
fish (animal),fish,fishy,"diminutive, singular_noun",9/13/24,30,animals,0.77,,
fish (animal),fish,fishy's,possessive,9/13/24,30,animals,0.77,,
fish (animal),fish,fishys,dumb_plural,9/13/24,30,animals,0.77,,
fish (animal),fish,fishys',dumb_plural_possessive,9/13/24,30,animals,0.77,,
fish (food),fish,fish,"plural_noun, singular_noun",9/13/24,110,food_drink,0.53,,
fish (food),fish,fish's,possessive,9/13/24,110,food_drink,0.53,,
fish (food),fish,fishie,"diminutive, singular_noun",9/13/24,110,food_drink,0.53,,
fish (food),fish,fishie's,possessive,9/13/24,110,food_drink,0.53,,
fish (food),fish,fishies,"dumb_plural, plural_noun",9/13/24,110,food_drink,0.53,,
fish (food),fish,fishies',"dumb_plural_possessive, plural_possessive",9/13/24,110,food_drink,0.53,,
fish (food),fish,fishs,dumb_plural,9/13/24,110,food_drink,0.53,,
fish (food),fish,fishs',"dumb_plural_possessive, plural_possessive",9/13/24,110,food_drink,0.53,,
fish (food),fish,fishy,"diminutive, singular_noun",9/13/24,110,food_drink,0.53,,
fish (food),fish,fishy's,possessive,9/13/24,110,food_drink,0.53,,
fish (food),fish,fishys,dumb_plural,9/13/24,110,food_drink,0.53,,
fish (food),fish,fishys',dumb_plural_possessive,9/13/24,110,food_drink,0.53,,
flag,flag,flag,singular_noun,9/13/24,296,outside,0.3,,
flag,flag,flag's,possessive,9/13/24,296,outside,0.3,,
flag,flag,flags,"dumb_plural, plural_noun",9/13/24,296,outside,0.3,,
flag,flag,flags',"dumb_plural_possessive, plural_possessive",9/13/24,296,outside,0.3,,
flower,flower,flower,singular_noun,9/13/24,297,outside,0.69,,
flower,flower,flower's,possessive,9/13/24,297,outside,0.69,,
flower,flower,flowers,"dumb_plural, plural_noun",9/13/24,297,outside,0.69,,
flower,flower,flowers',"dumb_plural_possessive, plural_possessive",9/13/24,297,outside,0.69,,
food,food,food,singular_noun,9/13/24,111,food_drink,0.54,,
food,food,food's,possessive,9/13/24,111,food_drink,0.54,,
food,food,foods,"dumb_plural, plural_noun",9/13/24,111,food_drink,0.54,,
food,food,foods',"dumb_plural_possessive, plural_possessive",9/13/24,111,food_drink,0.54,,
foot,foot,feet,plural_noun,9/13/24,194,body_parts,0.72,,
foot,foot,feets',plural_possessive,9/13/24,194,body_parts,0.72,,
foot,foot,foot,singular_noun,9/13/24,194,body_parts,0.72,,
foot,foot,foot's,possessive,9/13/24,194,body_parts,0.72,,
foot,foot,foots,dumb_plural,9/13/24,194,body_parts,0.72,,
foot,foot,foots',dumb_plural_possessive,9/13/24,194,body_parts,0.72,,
fork,fork,fork,singular_noun,9/13/24,225,household,0.66,,
fork,fork,fork's,possessive,9/13/24,225,household,0.66,,
fork,fork,forks,"dumb_plural, plural_noun",9/13/24,225,household,0.66,,
fork,fork,forks',"dumb_plural_possessive, plural_possessive",9/13/24,225,household,0.66,,
french fries,french fries,french fries,plural_noun,9/13/24,112,food_drink,0.52,,
french fries,french fries,french friess,plural_noun,9/13/24,112,food_drink,0.52,,
french fries,french fries,french friess',plural_possessive,9/13/24,112,food_drink,0.52,,
french fries,french fries,french fry,singular_noun,9/13/24,112,food_drink,0.52,,
french fries,french fries,french fry's,possessive,9/13/24,112,food_drink,0.52,,
french fries,french fries,french frys,dumb_plural,9/13/24,112,food_drink,0.52,,
french fries,french fries,french frys',dumb_plural_possessive,9/13/24,112,food_drink,0.52,,
french fries,french fries,french+fries,plural_noun,9/13/24,112,food_drink,0.52,,
french fries,french fries,french+friess,plural_noun,9/13/24,112,food_drink,0.52,,
french fries,french fries,french+friess',plural_possessive,9/13/24,112,food_drink,0.52,,
french fries,french fries,french+fry,singular_noun,9/13/24,112,food_drink,0.52,,
french fries,french fries,french+fry's,possessive,9/13/24,112,food_drink,0.52,,
french fries,french fries,french+frys,dumb_plural,9/13/24,112,food_drink,0.52,,
french fries,french fries,french+frys',dumb_plural_possessive,9/13/24,112,food_drink,0.52,,
friend,friend,friend,singular_noun,9/13/24,359,people,0.33,,
friend,friend,friend's,possessive,9/13/24,359,people,0.33,,
friend,friend,friends,"dumb_plural, plural_noun",9/13/24,359,people,0.33,,
friend,friend,friends',"dumb_plural_possessive, plural_possessive",9/13/24,359,people,0.33,,
frog,frog,frog,singular_noun,9/13/24,31,animals,0.63,,
frog,frog,frog's,possessive,9/13/24,31,animals,0.63,,
frog,frog,froggie,"diminutive, singular_noun",9/13/24,31,animals,0.63,,
frog,frog,froggie's,possessive,9/13/24,31,animals,0.63,,
frog,frog,froggies,"dumb_plural, plural_noun",9/13/24,31,animals,0.63,,
frog,frog,froggies',"dumb_plural_possessive, plural_possessive",9/13/24,31,animals,0.63,,
frog,frog,froggy,"diminutive, singular_noun",9/13/24,31,animals,0.63,,
frog,frog,froggy's,possessive,9/13/24,31,animals,0.63,,
frog,frog,froggys,dumb_plural,9/13/24,31,animals,0.63,,
frog,frog,froggys',dumb_plural_possessive,9/13/24,31,animals,0.63,,
frog,frog,frogs,"dumb_plural, plural_noun",9/13/24,31,animals,0.63,,
frog,frog,frogs',"dumb_plural_possessive, plural_possessive",9/13/24,31,animals,0.63,,
game,game,game,singular_noun,9/13/24,79,toys,0.32,,
game,game,game's,possessive,9/13/24,79,toys,0.32,,
game,game,games,"dumb_plural, plural_noun",9/13/24,79,toys,0.32,,
game,game,games',"dumb_plural_possessive, plural_possessive",9/13/24,79,toys,0.32,,
garage,garage,garage,singular_noun,9/13/24,274,furniture_rooms,0.28,,
garage,garage,garage's,possessive,9/13/24,274,furniture_rooms,0.28,,
garage,garage,garages,"dumb_plural, plural_noun",9/13/24,274,furniture_rooms,0.28,,
garage,garage,garages',"dumb_plural_possessive, plural_possessive",9/13/24,274,furniture_rooms,0.28,,
garbage,garbage,garbage,singular_noun,9/13/24,226,household,0.45,,
garbage,garbage,garbage's,possessive,9/13/24,226,household,0.45,,
garbage,garbage,garbages,"dumb_plural, plural_noun",9/13/24,226,household,0.45,,
garbage,garbage,garbages',"dumb_plural_possessive, plural_possessive",9/13/24,226,household,0.45,,
garden,garden,garden,singular_noun,9/13/24,298,outside,0.23,,
garden,garden,garden's,possessive,9/13/24,298,outside,0.23,,
garden,garden,gardens,"dumb_plural, plural_noun",9/13/24,298,outside,0.23,,
garden,garden,gardens',"dumb_plural_possessive, plural_possessive",9/13/24,298,outside,0.23,,
gas station,gas station,gas station,singular_noun,9/13/24,332,places,0.17,,
gas station,gas station,gas station's,possessive,9/13/24,332,places,0.17,,
gas station,gas station,gas stations,"dumb_plural, plural_noun",9/13/24,332,places,0.17,,
gas station,gas station,gas stations',"dumb_plural_possessive, plural_possessive",9/13/24,332,places,0.17,,
gas station,gas station,gas+station,singular_noun,9/13/24,332,places,0.17,,
gas station,gas station,gas+station's,possessive,9/13/24,332,places,0.17,,
gas station,gas station,gas+stations,"dumb_plural, plural_noun",9/13/24,332,places,0.17,,
gas station,gas station,gas+stations',"dumb_plural_possessive, plural_possessive",9/13/24,332,places,0.17,,
giraffe,giraffe,giraffe,singular_noun,9/13/24,32,animals,0.52,,
giraffe,giraffe,giraffe's,possessive,9/13/24,32,animals,0.52,,
giraffe,giraffe,giraffes,"dumb_plural, plural_noun",9/13/24,32,animals,0.52,,
giraffe,giraffe,giraffes',"dumb_plural_possessive, plural_possessive",9/13/24,32,animals,0.52,,
girl,girl,girl,singular_noun,9/13/24,360,people,0.44,,
girl,girl,girl's,possessive,9/13/24,360,people,0.44,,
girl,girl,girls,"dumb_plural, plural_noun",9/13/24,360,people,0.44,,
girl,girl,girls',"dumb_plural_possessive, plural_possessive",9/13/24,360,people,0.44,,
glass,glass,glas,singular_noun,9/13/24,227,household,0.36,,
glass,glass,glas's,possessive,9/13/24,227,household,0.36,,
glass,glass,glass,"dumb_plural, singular_noun",9/13/24,227,household,0.36,,
glass,glass,glass',dumb_plural_possessive,9/13/24,227,household,0.36,,
glass,glass,glasses,plural_noun,9/13/24,227,household,0.36,,
glass,glass,glasses',plural_possessive,9/13/24,227,household,0.36,,
glasses,glasses,glass,singular_noun,9/13/24,228,household,0.51,,
glasses,glasses,glass's,possessive,9/13/24,228,household,0.51,,
glasses,glasses,glasses,plural_noun,9/13/24,228,household,0.51,,
glasses,glasses,glassess,plural_noun,9/13/24,228,household,0.51,,
glasses,glasses,glassess',plural_possessive,9/13/24,228,household,0.51,,
glasses,glasses,glasss,dumb_plural,9/13/24,228,household,0.51,,
glasses,glasses,glasss',dumb_plural_possessive,9/13/24,228,household,0.51,,
gloves,gloves,glove,singular_noun,9/13/24,164,clothing,0.34,,
gloves,gloves,glove's,possessive,9/13/24,164,clothing,0.34,,
gloves,gloves,gloves,"dumb_plural, plural_noun",9/13/24,164,clothing,0.34,,
gloves,gloves,gloves',dumb_plural_possessive,9/13/24,164,clothing,0.34,,
gloves,gloves,glovess,plural_noun,9/13/24,164,clothing,0.34,,
gloves,gloves,glovess',plural_possessive,9/13/24,164,clothing,0.34,,
glue,glue,glue,singular_noun,9/13/24,80,toys,0.14,,
glue,glue,glue's,possessive,9/13/24,80,toys,0.14,,
glue,glue,glues,"dumb_plural, plural_noun",9/13/24,80,toys,0.14,,
glue,glue,glues',"dumb_plural_possessive, plural_possessive",9/13/24,80,toys,0.14,,
goose,goose,geese,plural_noun,9/13/24,33,animals,0.29,,
goose,goose,geeses',plural_possessive,9/13/24,33,animals,0.29,,
goose,goose,goose,singular_noun,9/13/24,33,animals,0.29,,
goose,goose,goose's,possessive,9/13/24,33,animals,0.29,,
goose,goose,gooses,dumb_plural,9/13/24,33,animals,0.29,,
goose,goose,gooses',dumb_plural_possessive,9/13/24,33,animals,0.29,,
grandma*,grandma,grammies,plural_noun,9/13/24,361,people,0.82,,
grandma*,grandma,grammies',plural_possessive,9/13/24,361,people,0.82,,
grandma*,grandma,grammy,"diminutive, singular_noun",9/13/24,361,people,0.82,,
grandma*,grandma,grammy's,possessive,9/13/24,361,people,0.82,,
grandma*,grandma,grammys,dumb_plural,9/13/24,361,people,0.82,,
grandma*,grandma,grammys',dumb_plural_possessive,9/13/24,361,people,0.82,,
grandma*,grandma,grandma,singular_noun,9/13/24,361,people,0.82,,
grandma*,grandma,grandma's,possessive,9/13/24,361,people,0.82,,
grandma*,grandma,grandmas,"dumb_plural, plural_noun",9/13/24,361,people,0.82,,
grandma*,grandma,grandmas',"dumb_plural_possessive, plural_possessive",9/13/24,361,people,0.82,,
grandma*,grandma,grandmother,"diminutive, singular_noun",9/13/24,361,people,0.82,,
grandma*,grandma,grandmother's,possessive,9/13/24,361,people,0.82,,
grandma*,grandma,grandmothers,"dumb_plural, plural_noun",9/13/24,361,people,0.82,,
grandma*,grandma,grandmothers',"dumb_plural_possessive, plural_possessive",9/13/24,361,people,0.82,,
grandpa*,grandpa,grampies,plural_noun,9/13/24,362,people,0.76,,
grandpa*,grandpa,grampies',plural_possessive,9/13/24,362,people,0.76,,
grandpa*,grandpa,grampy,"diminutive, singular_noun",9/13/24,362,people,0.76,,
grandpa*,grandpa,grampy's,possessive,9/13/24,362,people,0.76,,
grandpa*,grandpa,grampys,dumb_plural,9/13/24,362,people,0.76,,
grandpa*,grandpa,grampys',dumb_plural_possessive,9/13/24,362,people,0.76,,
grandpa*,grandpa,grandfather,"diminutive, singular_noun",9/13/24,362,people,0.76,,
grandpa*,grandpa,grandfather's,possessive,9/13/24,362,people,0.76,,
grandpa*,grandpa,grandfathers,"dumb_plural, plural_noun",9/13/24,362,people,0.76,,
grandpa*,grandpa,grandfathers',"dumb_plural_possessive, plural_possessive",9/13/24,362,people,0.76,,
grandpa*,grandpa,grandpa,singular_noun,9/13/24,362,people,0.76,,
grandpa*,grandpa,grandpa's,possessive,9/13/24,362,people,0.76,,
grandpa*,grandpa,grandpas,"dumb_plural, plural_noun",9/13/24,362,people,0.76,,
grandpa*,grandpa,grandpas',"dumb_plural_possessive, plural_possessive",9/13/24,362,people,0.76,,
grapes,grapes,grape,singular_noun,9/13/24,113,food_drink,0.61,,
grapes,grapes,grape's,possessive,9/13/24,113,food_drink,0.61,,
grapes,grapes,grapes,"dumb_plural, plural_noun",9/13/24,113,food_drink,0.61,,
grapes,grapes,grapes',dumb_plural_possessive,9/13/24,113,food_drink,0.61,,
grapes,grapes,grapess,plural_noun,9/13/24,113,food_drink,0.61,,
grapes,grapes,grapess',plural_possessive,9/13/24,113,food_drink,0.61,,
grass,grass,gras,singular_noun,9/13/24,299,outside,0.52,,
grass,grass,gras's,possessive,9/13/24,299,outside,0.52,,
grass,grass,grass,"dumb_plural, plural_noun",9/13/24,299,outside,0.52,,
grass,grass,grass',dumb_plural_possessive,9/13/24,299,outside,0.52,,
grass,grass,grasses,plural_noun,9/13/24,299,outside,0.52,,
grass,grass,grasses',plural_possessive,9/13/24,299,outside,0.52,,
green beans,green beans,green bean,singular_noun,9/13/24,114,food_drink,0.29,,
green beans,green beans,green bean's,possessive,9/13/24,114,food_drink,0.29,,
green beans,green beans,green beans,"dumb_plural, plural_noun",9/13/24,114,food_drink,0.29,,
green beans,green beans,green beans',dumb_plural_possessive,9/13/24,114,food_drink,0.29,,
green beans,green beans,green beanss,plural_noun,9/13/24,114,food_drink,0.29,,
green beans,green beans,green beanss',plural_possessive,9/13/24,114,food_drink,0.29,,
green beans,green beans,green+bean,singular_noun,9/13/24,114,food_drink,0.29,,
green beans,green beans,green+bean's,possessive,9/13/24,114,food_drink,0.29,,
green beans,green beans,green+beans,"dumb_plural, plural_noun",9/13/24,114,food_drink,0.29,,
green beans,green beans,green+beans',dumb_plural_possessive,9/13/24,114,food_drink,0.29,,
green beans,green beans,green+beanss,plural_noun,9/13/24,114,food_drink,0.29,,
green beans,green beans,green+beanss',plural_possessive,9/13/24,114,food_drink,0.29,,
gum,gum,gum,singular_noun,9/13/24,115,food_drink,0.21,,
gum,gum,gum's,possessive,9/13/24,115,food_drink,0.21,,
gum,gum,gums,"dumb_plural, plural_noun",9/13/24,115,food_drink,0.21,,
gum,gum,gums',"dumb_plural_possessive, plural_possessive",9/13/24,115,food_drink,0.21,,
hair,hair,hair,singular_noun,9/13/24,195,body_parts,0.75,,
hair,hair,hair's,possessive,9/13/24,195,body_parts,0.75,,
hair,hair,hairs,"dumb_plural, plural_noun",9/13/24,195,body_parts,0.75,,
hair,hair,hairs',"dumb_plural_possessive, plural_possessive",9/13/24,195,body_parts,0.75,,
hamburger,hamburger,ham burger,"singular_noun, syntax-corrected",9/13/24,116,food_drink,0.39,,
hamburger,hamburger,ham burger's,possessive,9/13/24,116,food_drink,0.39,,
hamburger,hamburger,ham burgers,"dumb_plural, plural_noun",9/13/24,116,food_drink,0.39,,
hamburger,hamburger,ham burgers',"dumb_plural_possessive, plural_possessive",9/13/24,116,food_drink,0.39,,
hamburger,hamburger,ham+burger,"singular_noun, syntax-corrected",9/13/24,116,food_drink,0.39,,
hamburger,hamburger,ham+burger's,possessive,9/13/24,116,food_drink,0.39,,
hamburger,hamburger,ham+burgers,"dumb_plural, plural_noun",9/13/24,116,food_drink,0.39,,
hamburger,hamburger,ham+burgers',"dumb_plural_possessive, plural_possessive",9/13/24,116,food_drink,0.39,,
hamburger,hamburger,hamburger,singular_noun,9/13/24,116,food_drink,0.39,,
hamburger,hamburger,hamburger's,possessive,9/13/24,116,food_drink,0.39,,
hamburger,hamburger,hamburgers,"dumb_plural, plural_noun",9/13/24,116,food_drink,0.39,,
hamburger,hamburger,hamburgers',"dumb_plural_possessive, plural_possessive",9/13/24,116,food_drink,0.39,,
hammer,hammer,hammer,singular_noun,9/13/24,229,household,0.34,,
hammer,hammer,hammer's,possessive,9/13/24,229,household,0.34,,
hammer,hammer,hammers,"dumb_plural, plural_noun",9/13/24,229,household,0.34,,
hammer,hammer,hammers',"dumb_plural_possessive, plural_possessive",9/13/24,229,household,0.34,,
hand,hand,hand,singular_noun,9/13/24,196,body_parts,0.71,,
hand,hand,hand's,possessive,9/13/24,196,body_parts,0.71,,
hand,hand,hands,"dumb_plural, plural_noun",9/13/24,196,body_parts,0.71,,
hand,hand,hands',"dumb_plural_possessive, plural_possessive",9/13/24,196,body_parts,0.71,,
hat,hat,hat,singular_noun,9/13/24,165,clothing,0.79,,
hat,hat,hat's,possessive,9/13/24,165,clothing,0.79,,
hat,hat,hats,"dumb_plural, plural_noun",9/13/24,165,clothing,0.79,,
hat,hat,hats',"dumb_plural_possessive, plural_possessive",9/13/24,165,clothing,0.79,,
head,head,head,singular_noun,9/13/24,197,body_parts,0.7,,
head,head,head's,possessive,9/13/24,197,body_parts,0.7,,
head,head,heads,"dumb_plural, plural_noun",9/13/24,197,body_parts,0.7,,
head,head,heads',"dumb_plural_possessive, plural_possessive",9/13/24,197,body_parts,0.7,,
helicopter,helicopter,helicopter,singular_noun,9/13/24,62,vehicles,0.44,,
helicopter,helicopter,helicopter's,possessive,9/13/24,62,vehicles,0.44,,
helicopter,helicopter,helicopters,"dumb_plural, plural_noun",9/13/24,62,vehicles,0.44,,
helicopter,helicopter,helicopters',"dumb_plural_possessive, plural_possessive",9/13/24,62,vehicles,0.44,,
hen,hen,hen,singular_noun,9/13/24,34,animals,0.16,,
hen,hen,hen's,possessive,9/13/24,34,animals,0.16,,
hen,hen,hens,"dumb_plural, plural_noun",9/13/24,34,animals,0.16,,
hen,hen,hens',"dumb_plural_possessive, plural_possessive",9/13/24,34,animals,0.16,,
high chair,high chair,high chair,singular_noun,9/13/24,275,furniture_rooms,0.38,,
high chair,high chair,high chair's,possessive,9/13/24,275,furniture_rooms,0.38,,
high chair,high chair,high chairs,"dumb_plural, plural_noun",9/13/24,275,furniture_rooms,0.38,,
high chair,high chair,high chairs',"dumb_plural_possessive, plural_possessive",9/13/24,275,furniture_rooms,0.38,,
high chair,high chair,high+chair,singular_noun,9/13/24,275,furniture_rooms,0.38,,
high chair,high chair,high+chair's,possessive,9/13/24,275,furniture_rooms,0.38,,
high chair,high chair,high+chairs,"dumb_plural, plural_noun",9/13/24,275,furniture_rooms,0.38,,
high chair,high chair,high+chairs',"dumb_plural_possessive, plural_possessive",9/13/24,275,furniture_rooms,0.38,,
home,home,home,singular_noun,9/13/24,333,places,0.66,,
home,home,home's,possessive,9/13/24,333,places,0.66,,
home,home,homes,"dumb_plural, plural_noun",9/13/24,333,places,0.66,,
home,home,homes',"dumb_plural_possessive, plural_possessive",9/13/24,333,places,0.66,,
horse,horse,horse,singular_noun,9/13/24,35,animals,0.7,,
horse,horse,horse's,possessive,9/13/24,35,animals,0.7,,
horse,horse,horses,"dumb_plural, plural_noun",9/13/24,35,animals,0.7,,
horse,horse,horses',"dumb_plural_possessive, plural_possessive",9/13/24,35,animals,0.7,,
horse,horse,horsey,"diminutive, singular_noun",9/13/24,35,animals,0.7,,
horse,horse,horsey's,possessive,9/13/24,35,animals,0.7,,
horse,horse,horseys,"dumb_plural, plural_noun",9/13/24,35,animals,0.7,,
horse,horse,horseys',"dumb_plural_possessive, plural_possessive",9/13/24,35,animals,0.7,,
horse,horse,horsie,"diminutive, singular_noun",9/13/24,35,animals,0.7,,
horse,horse,horsie's,possessive,9/13/24,35,animals,0.7,,
horse,horse,horsies,"dumb_plural, plural_noun",9/13/24,35,animals,0.7,,
horse,horse,horsies',"dumb_plural_possessive, plural_possessive",9/13/24,35,animals,0.7,,
hose,hose,hose,singular_noun,9/13/24,300,outside,0.26,,
hose,hose,hose's,possessive,9/13/24,300,outside,0.26,,
hose,hose,hoses,"dumb_plural, plural_noun",9/13/24,300,outside,0.26,,
hose,hose,hoses',"dumb_plural_possessive, plural_possessive",9/13/24,300,outside,0.26,,
house,house,house,singular_noun,9/13/24,334,places,0.57,,
house,house,house's,possessive,9/13/24,334,places,0.57,,
house,house,houses,"dumb_plural, plural_noun",9/13/24,334,places,0.57,,
house,house,houses',"dumb_plural_possessive, plural_possessive",9/13/24,334,places,0.57,,
ice,ice,ice,singular_noun,9/13/24,117,food_drink,0.53,,
ice,ice,ice's,possessive,9/13/24,117,food_drink,0.53,,
ice,ice,ices,"dumb_plural, plural_noun",9/13/24,117,food_drink,0.53,,
ice,ice,ices',"dumb_plural_possessive, plural_possessive",9/13/24,117,food_drink,0.53,,
ice cream,ice cream,ice cream,singular_noun,9/13/24,118,food_drink,0.64,,
ice cream,ice cream,ice cream's,possessive,9/13/24,118,food_drink,0.64,,
ice cream,ice cream,ice creams,"dumb_plural, plural_noun",9/13/24,118,food_drink,0.64,,
ice cream,ice cream,ice creams',"dumb_plural_possessive, plural_possessive",9/13/24,118,food_drink,0.64,,
ice cream,ice cream,ice+cream,singular_noun,9/13/24,118,food_drink,0.64,,
ice cream,ice cream,ice+cream's,possessive,9/13/24,118,food_drink,0.64,,
ice cream,ice cream,ice+creams,"dumb_plural, plural_noun",9/13/24,118,food_drink,0.64,,
ice cream,ice cream,ice+creams',"dumb_plural_possessive, plural_possessive",9/13/24,118,food_drink,0.64,,
jacket,jacket,jacket,singular_noun,9/13/24,166,clothing,0.55,,
jacket,jacket,jacket's,possessive,9/13/24,166,clothing,0.55,,
jacket,jacket,jackets,"dumb_plural, plural_noun",9/13/24,166,clothing,0.55,,
jacket,jacket,jackets',"dumb_plural_possessive, plural_possessive",9/13/24,166,clothing,0.55,,
jar,jar,jar,singular_noun,9/13/24,230,household,0.22,,
jar,jar,jar's,possessive,9/13/24,230,household,0.22,,
jar,jar,jars,"dumb_plural, plural_noun",9/13/24,230,household,0.22,,
jar,jar,jars',"dumb_plural_possessive, plural_possessive",9/13/24,230,household,0.22,,
jeans,jeans,jean,singular_noun,9/13/24,167,clothing,0.28,,
jeans,jeans,jean's,possessive,9/13/24,167,clothing,0.28,,
jeans,jeans,jeans,"dumb_plural, plural_noun",9/13/24,167,clothing,0.28,,
jeans,jeans,jeans',dumb_plural_possessive,9/13/24,167,clothing,0.28,,
jeans,jeans,jeanss,plural_noun,9/13/24,167,clothing,0.28,,
jeans,jeans,jeanss',plural_possessive,9/13/24,167,clothing,0.28,,
jello,jello,jello,singular_noun,9/13/24,119,food_drink,0.17,,
jello,jello,jello's,possessive,9/13/24,119,food_drink,0.17,,
jello,jello,jelloes,plural_noun,9/13/24,119,food_drink,0.17,,
jello,jello,jelloes',plural_possessive,9/13/24,119,food_drink,0.17,,
jello,jello,jellos,dumb_plural,9/13/24,119,food_drink,0.17,,
jello,jello,jellos',dumb_plural_possessive,9/13/24,119,food_drink,0.17,,
jelly,jelly,jellies,plural_noun,9/13/24,120,food_drink,0.25,,
jelly,jelly,jellies',plural_possessive,9/13/24,120,food_drink,0.25,,
jelly,jelly,jelly,singular_noun,9/13/24,120,food_drink,0.25,,
jelly,jelly,jelly's,possessive,9/13/24,120,food_drink,0.25,,
jelly,jelly,jellys,dumb_plural,9/13/24,120,food_drink,0.25,,
jelly,jelly,jellys',dumb_plural_possessive,9/13/24,120,food_drink,0.25,,
juice,juice,juice,singular_noun,9/13/24,121,food_drink,0.77,,
juice,juice,juice's,possessive,9/13/24,121,food_drink,0.77,,
juice,juice,juices,"dumb_plural, plural_noun",9/13/24,121,food_drink,0.77,,
juice,juice,juices',"dumb_plural_possessive, plural_possessive",9/13/24,121,food_drink,0.77,,
keys,keys,key,singular_noun,9/13/24,231,household,0.63,,
keys,keys,key's,possessive,9/13/24,231,household,0.63,,
keys,keys,keys,"dumb_plural, plural_noun",9/13/24,231,household,0.63,,
keys,keys,keys',dumb_plural_possessive,9/13/24,231,household,0.63,,
keys,keys,keyss,plural_noun,9/13/24,231,household,0.63,,
keys,keys,keyss',plural_possessive,9/13/24,231,household,0.63,,
kitchen,kitchen,kitchen,singular_noun,9/13/24,276,furniture_rooms,0.5,,
kitchen,kitchen,kitchen's,possessive,9/13/24,276,furniture_rooms,0.5,,
kitchen,kitchen,kitchens,"dumb_plural, plural_noun",9/13/24,276,furniture_rooms,0.5,,
kitchen,kitchen,kitchens',"dumb_plural_possessive, plural_possessive",9/13/24,276,furniture_rooms,0.5,,
kitty,kitty,kitties,plural_noun,9/13/24,36,animals,0.7,,
kitty,kitty,kitties',plural_possessive,9/13/24,36,animals,0.7,,
kitty,kitty,kitty,singular_noun,9/13/24,36,animals,0.7,,
kitty,kitty,kitty's,possessive,9/13/24,36,animals,0.7,,
kitty,kitty,kittys,dumb_plural,9/13/24,36,animals,0.7,,
kitty,kitty,kittys',dumb_plural_possessive,9/13/24,36,animals,0.7,,
tissue/kleenex,kleenex,kleenex,singular_noun,9/13/24,253,household,0.44,,
tissue/kleenex,kleenex,kleenex's,possessive,9/13/24,253,household,0.44,,
tissue/kleenex,kleenex,kleenexes,plural_noun,9/13/24,253,household,0.44,,
tissue/kleenex,kleenex,kleenexes',plural_possessive,9/13/24,253,household,0.44,,
tissue/kleenex,kleenex,kleenexs,dumb_plural,9/13/24,253,household,0.44,,
tissue/kleenex,kleenex,kleenexs',dumb_plural_possessive,9/13/24,253,household,0.44,,
knee,knee,knee,singular_noun,9/13/24,198,body_parts,0.59,,
knee,knee,knee's,possessive,9/13/24,198,body_parts,0.59,,
knee,knee,knees,"dumb_plural, plural_noun",9/13/24,198,body_parts,0.59,,
knee,knee,knees',"dumb_plural_possessive, plural_possessive",9/13/24,198,body_parts,0.59,,
knife,knife,knife,singular_noun,9/13/24,232,household,0.41,,
knife,knife,knife's,possessive,9/13/24,232,household,0.41,,
knife,knife,knifes,dumb_plural,9/13/24,232,household,0.41,,
knife,knife,knifes',dumb_plural_possessive,9/13/24,232,household,0.41,,
knife,knife,knives,plural_noun,9/13/24,232,household,0.41,,
knife,knife,knives',plural_possessive,9/13/24,232,household,0.41,,
ladder,ladder,ladder,singular_noun,9/13/24,301,outside,0.26,,
ladder,ladder,ladder's,possessive,9/13/24,301,outside,0.26,,
ladder,ladder,ladders,"dumb_plural, plural_noun",9/13/24,301,outside,0.26,,
ladder,ladder,ladders',"dumb_plural_possessive, plural_possessive",9/13/24,301,outside,0.26,,
lady,lady,ladies,plural_noun,9/13/24,363,people,0.25,,
